filename,path,modified,target
ms-settingsdevices (9).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsdevices (9).lnk,2025-04-27T22:22:13.756257,
ms-settingsdevices.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsdevices.lnk,2023-11-27T22:19:23.095045,
ms-settingsdisplay.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsdisplay.lnk,2025-06-28T17:08:21.305782,
ms-settingspersonalization-start-companionsactivationSource=startMenu&ref=StartMenu&scenarioId=footer_start_settings&startScenarioId=footer_start_settings.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingspersonalization-start-companionsactivationSource=startMenu&ref=StartMenu&scenarioId=footer_start_settings&startScenarioId=footer_start_settings.lnk,2025-06-29T00:03:12.414771,
ms-settingsthemes.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingsthemes.lnk,2023-08-19T21:25:19.804535,
ms-settingswindowsupdate (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdate (2).lnk,2023-11-04T17:57:17.450938,
ms-settingswindowsupdate (3).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdate (3).lnk,2025-10-18T20:37:49.834629,
ms-settingswindowsupdate.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-settingswindowsupdate.lnk,2023-06-15T16:09:01.519818,
ms-teamsquit.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamsquit.lnk,2024-10-30T19:37:46.679815,
ms-teamssystem-initiated (10).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (10).lnk,2024-03-14T11:39:53.162265,
ms-teamssystem-initiated (11).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (11).lnk,2024-03-15T09:41:28.386430,
ms-teamssystem-initiated (12).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (12).lnk,2024-03-21T22:22:31.440458,
ms-teamssystem-initiated (13).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (13).lnk,2024-03-22T14:52:36.802259,
ms-teamssystem-initiated (14).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (14).lnk,2024-03-27T21:37:33.403362,
ms-teamssystem-initiated (15).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (15).lnk,2024-03-30T22:01:03.243744,
ms-teamssystem-initiated (16).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (16).lnk,2024-03-31T10:34:32.910910,
ms-teamssystem-initiated (17).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (17).lnk,2024-04-09T20:25:37.510162,
ms-teamssystem-initiated (18).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (18).lnk,2024-04-10T10:11:32.478749,
ms-teamssystem-initiated (19).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (19).lnk,2024-04-10T20:27:39.527129,
ms-teamssystem-initiated (2).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (2).lnk,2024-02-10T09:32:00.779533,
ms-teamssystem-initiated (20).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (20).lnk,2024-04-12T20:49:10.177871,
ms-teamssystem-initiated (21).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (21).lnk,2024-04-15T09:50:56.868401,
ms-teamssystem-initiated (22).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (22).lnk,2024-04-16T21:29:39.956348,
ms-teamssystem-initiated (23).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (23).lnk,2024-04-17T22:15:31.087384,
ms-teamssystem-initiated (24).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (24).lnk,2024-04-28T14:33:46.103356,
ms-teamssystem-initiated (25).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (25).lnk,2024-04-28T22:36:44.720997,
ms-teamssystem-initiated (26).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (26).lnk,2024-05-06T20:23:16.109328,
ms-teamssystem-initiated (27).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (27).lnk,2024-05-09T21:37:56.812226,
ms-teamssystem-initiated (28).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (28).lnk,2024-05-11T21:27:22.835933,
ms-teamssystem-initiated (29).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (29).lnk,2024-05-13T10:31:27.180861,
ms-teamssystem-initiated (3).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (3).lnk,2024-02-14T21:12:48.551296,
ms-teamssystem-initiated (30).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (30).lnk,2024-05-14T08:38:38.650369,
ms-teamssystem-initiated (31).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (31).lnk,2024-05-18T19:52:28.544121,
ms-teamssystem-initiated (32).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (32).lnk,2024-05-22T10:41:58.950420,
ms-teamssystem-initiated (33).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (33).lnk,2024-05-24T19:44:26.544078,
ms-teamssystem-initiated (34).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (34).lnk,2024-05-26T20:35:07.487112,
ms-teamssystem-initiated (35).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (35).lnk,2024-05-27T21:25:27.723614,
ms-teamssystem-initiated (36).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (36).lnk,2024-05-30T21:20:49.651583,
ms-teamssystem-initiated (37).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (37).lnk,2024-05-31T10:21:53.068870,
ms-teamssystem-initiated (38).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (38).lnk,2024-05-31T20:35:29.006299,
ms-teamssystem-initiated (39).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (39).lnk,2024-06-03T15:07:17.691969,
ms-teamssystem-initiated (4).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (4).lnk,2024-02-15T21:28:36.963980,
ms-teamssystem-initiated (40).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (40).lnk,2024-06-05T10:23:05.881543,
ms-teamssystem-initiated (41).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (41).lnk,2024-06-05T19:38:05.364547,
ms-teamssystem-initiated (42).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (42).lnk,2024-06-06T20:13:01.960038,
ms-teamssystem-initiated (43).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (43).lnk,2024-06-08T21:06:35.639565,
ms-teamssystem-initiated (44).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (44).lnk,2024-06-11T11:46:44.364083,
ms-teamssystem-initiated (45).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (45).lnk,2024-06-12T09:27:33.172507,
ms-teamssystem-initiated (46).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (46).lnk,2024-06-15T10:31:17.210009,
ms-teamssystem-initiated (47).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (47).lnk,2024-06-18T21:30:15.931664,
ms-teamssystem-initiated (48).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (48).lnk,2024-06-22T15:09:56.177475,
ms-teamssystem-initiated (49).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (49).lnk,2024-06-23T20:24:44.067004,
ms-teamssystem-initiated (5).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (5).lnk,2024-02-29T09:48:11.878150,
ms-teamssystem-initiated (50).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (50).lnk,2024-06-24T12:01:05.934961,
ms-teamssystem-initiated (51).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (51).lnk,2024-06-26T20:09:21.759424,
ms-teamssystem-initiated (52).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (52).lnk,2024-06-27T20:21:24.499668,
ms-teamssystem-initiated (53).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (53).lnk,2024-06-30T10:40:14.692226,
ms-teamssystem-initiated (54).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (54).lnk,2024-07-04T15:39:34.254244,
ms-teamssystem-initiated (55).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (55).lnk,2024-07-05T09:12:10.981745,
ms-teamssystem-initiated (56).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (56).lnk,2024-07-05T10:02:06.127726,
ms-teamssystem-initiated (57).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (57).lnk,2024-07-06T10:25:38.129596,
ms-teamssystem-initiated (58).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (58).lnk,2024-07-09T21:24:32.262024,
ms-teamssystem-initiated (59).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (59).lnk,2024-07-10T21:27:10.142195,
ms-teamssystem-initiated (6).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (6).lnk,2024-03-01T09:57:26.316643,
ms-teamssystem-initiated (60).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (60).lnk,2024-07-11T13:40:19.073433,
ms-teamssystem-initiated (61).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (61).lnk,2024-07-14T11:52:57.846788,
ms-teamssystem-initiated (62).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (62).lnk,2024-07-23T10:18:12.156667,
ms-teamssystem-initiated (63).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (63).lnk,2024-07-24T11:13:17.658784,
ms-teamssystem-initiated (64).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (64).lnk,2024-12-27T18:10:55.476331,
ms-teamssystem-initiated (65).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (65).lnk,2024-12-27T23:22:25.719163,
ms-teamssystem-initiated (66).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (66).lnk,2025-01-02T09:33:09.461036,
ms-teamssystem-initiated (7).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (7).lnk,2024-03-05T16:44:53.869607,
ms-teamssystem-initiated (8).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (8).lnk,2024-03-11T16:33:29.238757,
ms-teamssystem-initiated (9).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated (9).lnk,2024-03-13T11:20:33.836836,
ms-teamssystem-initiated.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-teamssystem-initiated.lnk,2024-02-08T19:47:44.875594,
ms-windows-store--pdp-productid=9P9WJ5FW0GTD&ltid=SpotlightHero&referrer=MosaicProduct&linkedEventLoggerId=9a41ab00-1cbf-4f20-8342-c74d623feb11.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-windows-store--pdp-productid=9P9WJ5FW0GTD&ltid=SpotlightHero&referrer=MosaicProduct&linkedEventLoggerId=9a41ab00-1cbf-4f20-8342-c74d623feb11.lnk,2023-11-26T18:53:16.723435,
ms-windows-store--pdp-productid=9P9WJ5FW0GTD&ltid=SpotlightHero&referrer=MosaicProduct&linkedEventLoggerId=abd6fc0e-870e-471f-bf9f-186f9b4a6223.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-windows-store--pdp-productid=9P9WJ5FW0GTD&ltid=SpotlightHero&referrer=MosaicProduct&linkedEventLoggerId=abd6fc0e-870e-471f-bf9f-186f9b4a6223.lnk,2023-11-26T18:55:50.037571,
ms-windows-store--pdp-productid=9P9WJ5FW0GTD&ltid=SpotlightHero&referrer=MosaicProduct.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-windows-store--pdp-productid=9P9WJ5FW0GTD&ltid=SpotlightHero&referrer=MosaicProduct.lnk,2023-07-18T18:25:02.702601,
ms-windows-store--pdp-ProductId=CFQ7TTC0KGQ8.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-windows-store--pdp-ProductId=CFQ7TTC0KGQ8.lnk,2023-11-27T16:10:38.070393,
ms-windows-storeREVIEWPFN=A278AB0D.Asphalt9_h6adky7gbf63m.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-windows-storeREVIEWPFN=A278AB0D.Asphalt9_h6adky7gbf63m.lnk,2024-01-07T12:48:16.301202,
ms-windows-storeREVIEWPFN=FINGERSOFT.HILLCLIMBRACING_r6rtpscs7gwyg.lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\ms-windows-storeREVIEWPFN=FINGERSOFT.HILLCLIMBRACING_r6rtpscs7gwyg.lnk,2025-06-27T15:57:08.440777,
msteamssystem-initiated (10).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (10).lnk,2024-08-25T19:04:17.925095,
msteamssystem-initiated (100).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (100).lnk,2024-11-12T22:56:18.758307,
msteamssystem-initiated (101).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (101).lnk,2024-11-14T21:56:27.463451,
msteamssystem-initiated (102).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (102).lnk,2024-11-15T01:10:49.061110,
msteamssystem-initiated (103).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (103).lnk,2024-11-15T18:28:34.571856,
msteamssystem-initiated (104).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (104).lnk,2024-11-15T22:40:13.472276,
msteamssystem-initiated (105).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (105).lnk,2024-11-16T15:49:47.308246,
msteamssystem-initiated (106).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (106).lnk,2024-11-17T12:28:55.474187,
msteamssystem-initiated (107).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (107).lnk,2024-11-22T21:58:41.981036,
msteamssystem-initiated (108).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (108).lnk,2024-11-23T09:44:21.167163,
msteamssystem-initiated (109).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (109).lnk,2024-11-23T14:08:45.213732,
msteamssystem-initiated (11).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (11).lnk,2024-08-26T14:14:51.235749,
msteamssystem-initiated (110).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (110).lnk,2024-11-23T14:59:39.157740,
msteamssystem-initiated (111).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (111).lnk,2024-11-24T10:33:24.007651,
msteamssystem-initiated (112).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (112).lnk,2024-11-25T02:17:01.662302,
msteamssystem-initiated (113).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (113).lnk,2024-11-25T22:34:17.277268,
msteamssystem-initiated (114).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (114).lnk,2024-11-26T23:41:52.616308,
msteamssystem-initiated (115).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (115).lnk,2024-11-28T17:11:26.245077,
msteamssystem-initiated (116).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (116).lnk,2024-11-29T10:22:15.455505,
msteamssystem-initiated (117).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (117).lnk,2024-11-29T13:05:08.354836,
msteamssystem-initiated (118).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (118).lnk,2024-11-30T16:03:17.694486,
msteamssystem-initiated (119).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (119).lnk,2024-12-01T21:47:27.440748,
msteamssystem-initiated (12).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (12).lnk,2024-08-27T21:10:10.473411,
msteamssystem-initiated (120).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (120).lnk,2024-12-02T16:30:44.318444,
msteamssystem-initiated (121).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (121).lnk,2024-12-02T16:38:35.780805,
msteamssystem-initiated (122).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (122).lnk,2024-12-02T17:52:42.990115,
msteamssystem-initiated (123).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (123).lnk,2024-12-03T21:51:36.445563,
msteamssystem-initiated (124).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (124).lnk,2024-12-05T00:44:10.969180,
msteamssystem-initiated (125).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (125).lnk,2024-12-05T21:27:12.882845,
msteamssystem-initiated (126).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (126).lnk,2024-12-06T00:05:38.459400,
msteamssystem-initiated (127).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (127).lnk,2024-12-06T11:58:59.644082,
msteamssystem-initiated (128).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (128).lnk,2024-12-06T21:46:13.413814,
msteamssystem-initiated (129).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (129).lnk,2024-12-07T13:52:33.163927,
msteamssystem-initiated (13).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (13).lnk,2024-08-27T22:32:35.640311,
msteamssystem-initiated (130).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (130).lnk,2024-12-08T12:24:28.174758,
msteamssystem-initiated (131).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (131).lnk,2024-12-08T14:53:19.091365,
msteamssystem-initiated (132).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (132).lnk,2024-12-09T16:53:29.165926,
msteamssystem-initiated (133).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (133).lnk,2024-12-10T17:58:22.910778,
msteamssystem-initiated (134).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (134).lnk,2024-12-12T00:23:06.678762,
msteamssystem-initiated (135).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (135).lnk,2024-12-12T02:43:28.911334,
msteamssystem-initiated (136).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (136).lnk,2024-12-12T10:20:18.917304,
msteamssystem-initiated (137).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (137).lnk,2024-12-12T18:25:22.351711,
msteamssystem-initiated (138).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (138).lnk,2024-12-13T16:16:51.321069,
msteamssystem-initiated (139).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (139).lnk,2024-12-15T04:01:15.233854,
msteamssystem-initiated (14).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (14).lnk,2024-08-27T23:09:31.111079,
msteamssystem-initiated (140).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (140).lnk,2024-12-15T18:16:13.287813,
msteamssystem-initiated (141).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (141).lnk,2024-12-15T18:30:26.013191,
msteamssystem-initiated (142).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (142).lnk,2024-12-17T09:50:56.017820,
msteamssystem-initiated (143).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (143).lnk,2024-12-18T09:51:12.864692,
msteamssystem-initiated (144).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (144).lnk,2024-12-18T16:18:03.825908,
msteamssystem-initiated (145).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (145).lnk,2024-12-18T18:37:07.831012,
msteamssystem-initiated (146).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (146).lnk,2024-12-19T10:01:47.739367,
msteamssystem-initiated (147).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (147).lnk,2024-12-19T13:24:50.275106,
msteamssystem-initiated (148).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (148).lnk,2024-12-19T17:38:56.250346,
msteamssystem-initiated (149).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (149).lnk,2024-12-19T19:27:12.010736,
msteamssystem-initiated (15).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (15).lnk,2024-08-28T21:23:34.672901,
msteamssystem-initiated (150).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (150).lnk,2024-12-20T12:08:51.644335,
msteamssystem-initiated (151).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (151).lnk,2024-12-20T12:10:24.096310,
msteamssystem-initiated (152).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (152).lnk,2024-12-21T11:17:15.371860,
msteamssystem-initiated (153).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (153).lnk,2024-12-21T20:44:15.902789,
msteamssystem-initiated (154).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (154).lnk,2024-12-22T12:42:20.103827,
msteamssystem-initiated (155).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (155).lnk,2024-12-23T10:05:12.504762,
msteamssystem-initiated (156).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (156).lnk,2024-12-23T20:59:14.478736,
msteamssystem-initiated (157).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (157).lnk,2024-12-24T09:06:32.769461,
msteamssystem-initiated (158).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (158).lnk,2024-12-24T17:53:40.367749,
msteamssystem-initiated (159).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (159).lnk,2024-12-24T22:27:59.802563,
msteamssystem-initiated (16).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (16).lnk,2024-08-29T22:17:19.093633,
msteamssystem-initiated (160).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (160).lnk,2024-12-25T09:40:52.098830,
msteamssystem-initiated (161).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (161).lnk,2024-12-25T15:52:16.338426,
msteamssystem-initiated (162).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (162).lnk,2024-12-25T18:32:12.468214,
msteamssystem-initiated (163).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (163).lnk,2024-12-26T09:45:19.878897,
msteamssystem-initiated (164).lnk,C:\Users\Sahil\AppData\Roaming\Microsoft\Windows\Recent\msteamssystem-initiated (164).lnk,2024-12-26T19:43:34.099435,
